year,field,total_checked,had_data,pct_available
2011,boxscore,2470,2470,100.0
2011,draft,1,1,100.0
2011,linescore,2470,2470,100.0
2011,playbyplay,2470,2470,100.0
2011,roster,30,30,100.0
2011,standings_splits,1,1,100.0
2011,transactions,1,1,100.0
2011,winprobability,2470,2470,100.0
