year,field,total_checked,had_data,pct_available
2010,boxscore,2465,2465,100.0
2010,draft,1,1,100.0
2010,linescore,2465,2465,100.0
2010,playbyplay,2465,2465,100.0
2010,roster,30,30,100.0
2010,standings_splits,1,1,100.0
2010,transactions,1,1,100.0
2010,winprobability,2465,2465,100.0
