year,field,total_checked,had_data,pct_available
2004,boxscore,2465,2465,100.0
2004,draft,1,1,100.0
2004,linescore,2465,2465,100.0
2004,playbyplay,2465,2465,100.0
2004,roster,30,30,100.0
2004,standings_splits,1,1,100.0
2004,transactions,1,1,100.0
2004,winprobability,2465,2465,100.0
