year,field,total_checked,had_data,pct_available
2009,boxscore,2462,2462,100.0
2009,draft,1,1,100.0
2009,linescore,2462,2462,100.0
2009,playbyplay,2462,2462,100.0
2009,roster,30,30,100.0
2009,standings_splits,1,1,100.0
2009,transactions,1,1,100.0
2009,winprobability,2462,2462,100.0
