year,field,total_checked,had_data,pct_available
2007,boxscore,2463,2463,100.0
2007,draft,1,1,100.0
2007,linescore,2463,2463,100.0
2007,playbyplay,2463,2463,100.0
2007,roster,30,30,100.0
2007,standings_splits,1,1,100.0
2007,transactions,1,1,100.0
2007,winprobability,2463,2463,100.0
